,blueTops,btmp,btwr,btt,blueJngs,bjmp,bjwr,bjt,blueMids,bmmp,bmwr,bmt,blueBots,bbmp,bbwr,bbt,blueSups,bsmp,bswr,bst,redTops,rtmp,rtwr,rtt,redJngs,rjmp,rjwr,rjt,redMids,rmmp,rmwr,rmt,redBots,rbmp,rbwr,rbt,redSups,rsmp,rswr,rst,winner
728,Shen,20914,42,90,Nunu,9114,53,159,TwistedFate,177628,49,435,Vayne,43037,52,322,Brand,127022,50,439,Aatrox,23119,60,163,RekSai,75217,56,108,Zed,33765,49,375,Jinx,61334,46,56,Janna,31885,59,102,1
729,Mordekaiser,109108,51,1011,Khazix,24475,54,162,Swain,17748,50,1479,KogMaw,220707,51,474,Leona,3088,55,501,Ekko,353501,43,88,Amumu,6634,49,271,Viktor,12588,54,175,Sivir,53934,52,322,Senna,186765,50,877,1
730,Gnar,11450,50,1082,Vi,413623,55,236,Qiyana,1380350,51,454,Sivir,10744,54,147,Lux,22922,55,501,Aatrox,176254,-1,-1,Viego,177820,51,2082,Gragas,532637,50,251,Vayne,43037,52,322,Janna,81209,51,774,1
731,Singed,404756,52,346,FiddleSticks,70988,53,699,Malzahar,319248,51,512,Kaisa,263459,57,121,Soraka,32856,52,391,Shen,399918,49,179,Kindred,699924,53,606,Diana,39873,52,157,Sivir,53934,52,322,Thresh,463137,51,454,0
732,Aatrox,74667,52,322,Ekko,110165,50,268,Yasuo,223462,50,1161,Sivir,23856,51,869,Renata,1381,52,566,Pantheon,104781,57,209,Amumu,100642,50,1315,Zed,539092,52,515,Seraphine,52821,55,88,Senna,76614,49,311,0
733,Camille,154711,52,322,Ekko,110165,50,268,Yone,75313,50,1161,Nilah,10384,48,657,Galio,54614,51,914,JarvanIV,5285,49,493,Qiyana,103309,52,337,Ahri,1082679,50,1447,Twitch,6271,48,329,Thresh,178228,51,414,1
734,Kayle,25716,51,505,Belveth,17067,-1,-1,Anivia,476066,50,386,Jhin,73030,51,813,Velkoz,19964,50,626,Nasus,8297,52,322,Mordekaiser,406650,51,504,Yasuo,43450,52,293,Caitlyn,113401,49,475,Ashe,87374,50,678,1
735,Nasus,8297,52,322,FiddleSticks,94524,54,234,Gragas,105561,51,1270,Draven,968085,50,387,Ziggs,10186,40,115,Pantheon,98281,51,391,Lillia,74668,53,171,Heimerdinger,18486,50,1003,Caitlyn,97199,41,106,Morgana,82284,52,363,1
736,Kayle,68163,52,322,Viego,1394,50,281,Cassiopeia,4395,53,59,Caitlyn,35690,47,342,Morgana,19858,52,190,DrMundo,234680,42,195,Kindred,36634,51,2082,Vladimir,85746,54,465,Senna,34046,50,656,Lulu,58561,53,171,0
737,Malphite,25401,49,371,Belveth,165857,52,446,MissFortune,7425,56,274,Caitlyn,554713,51,1462,Morgana,72720,53,374,Fiora,9906,53,318,Khazix,232276,52,322,Azir,1285930,54,857,Sivir,912,57,54,Nami,90288,47,111,1
738,Vi,17274,51,237,Volibear,76051,50,814,Azir,505948,49,710,Taliyah,56665,50,767,Karma,26162,51,347,Aatrox,859415,54,306,Khazix,232276,52,322,Anivia,12510,51,280,Caitlyn,111981,54,126,Bard,112748,50,929,0
739,Darius,16684,52,231,Lillia,44132,50,943,Yasuo,39599,50,729,Jhin,191942,51,1366,Brand,41693,50,1148,Garen,152520,54,370,Poppy,11966,54,115,Zeri,10962,52,322,Lucian,646901,42,81,Pyke,13166,56,198,1
740,Ornn,43977,53,88,Diana,103504,46,302,Malphite,7478,50,259,Draven,926366,50,403,Janna,49418,52,322,Sion,114498,-1,-1,MasterYi,54770,51,301,Vladimir,697835,50,753,Jhin,488578,-1,-1,Renata,21616,50,294,0
741,Fiora,99022,48,156,Hecarim,108095,53,224,Kayle,123211,52,1185,Ezreal,68870,51,547,Zyra,522098,57,139,Camille,154711,52,322,Graves,20510,50,835,Azir,355469,51,638,Sivir,51879,47,154,FiddleSticks,11180,51,495,0
742,Kayle,6512,51,564,Diana,49400,52,542,Azir,410218,51,715,Twitch,19536,49,1046,Braum,281684,51,447,Jax,141969,50,580,Shaco,135928,51,516,Ekko,240097,51,497,MissFortune,34626,53,417,Janna,49418,52,322,1
743,Garen,12559,51,201,Amumu,20895,50,682,MasterYi,656283,-1,-1,Xayah,51705,51,509,Zyra,296797,52,528,Mordekaiser,49508,55,58,Khazix,232276,52,322,Gangplank,200774,52,1096,Jinx,184675,47,59,Seraphine,12363,51,240,0
744,Irelia,365749,58,178,Diana,46897,47,304,Taliyah,46049,52,322,Jhin,278472,51,1382,Sona,404609,49,895,Jax,74408,54,188,Olaf,1404310,50,901,Orianna,25542,54,87,Ezreal,36782,57,106,Nautilus,61728,52,149,0
745,Jax,23029,54,429,Viego,34324,54,188,Gangplank,7478,52,236,Ezreal,210142,50,378,Seraphine,68600,54,471,Gwen,46812,51,1477,MasterYi,103432,47,304,Zeri,10962,52,322,MissFortune,480256,52,648,Brand,68186,51,173,1
746,Garen,621719,49,522,Diana,46897,47,304,Zeri,10962,52,322,Sivir,121735,47,417,Xerath,6340,-1,-1,Gragas,31754,47,368,Shyvana,580963,50,497,Gangplank,200774,52,1096,MissFortune,29135,48,69,Lux,65851,54,201,1
747,Illaoi,800097,50,1171,FiddleSticks,55088,51,109,Pantheon,62243,50,416,Senna,35726,51,83,TahmKench,749,69,36,Jayce,9298,51,94,Nocturne,347596,57,242,Taliyah,46049,52,322,Caitlyn,35080,65,55,Sylas,217808,52,819,0
748,Illaoi,696918,52,593,Volibear,429850,50,647,Yone,37142,48,427,Ashe,357200,51,693,Senna,46311,52,322,Nasus,45623,49,79,LeeSin,32534,53,83,Velkoz,777792,49,228,Sivir,28361,50,881,Sona,404609,49,895,1
749,Yorick,170304,49,99,Shyvana,88156,51,841,Viktor,81218,51,324,MissFortune,121657,51,370,Leona,7463,52,73,Volibear,75060,50,207,Shaco,24744,61,128,Sylas,22428,59,135,Tristana,468331,-1,-1,Alistar,34882,52,322,0
750,Aatrox,467862,50,256,Zac,405356,47,398,Akali,1064583,50,1345,Kaisa,239679,-1,-1,Thresh,132136,52,322,Shen,461093,52,75,FiddleSticks,22762,54,100,Lux,3699,53,133,Ashe,13933,51,77,Morgana,2586149,49,972,1
751,Sett,11602,51,290,Zac,7545,52,571,Seraphine,15125,50,410,Nami,23372,-1,-1,Jinx,60656,52,322,Evelynn,543790,52,709,Malphite,3182,49,827,Zoe,17583,50,492,Twitch,74357,50,690,Blitzcrank,654107,49,251,1
752,Tryndamere,2059850,50,1364,MonkeyKing,155569,62,132,Zilean,88523,41,112,Sivir,32694,58,38,Lulu,29911,52,650,Malphite,2034,52,925,Kindred,32721,65,99,Viktor,528904,50,564,Draven,55503,50,914,Thresh,132136,52,322,0
753,Camille,254908,51,460,Diana,33068,52,595,KogMaw,31535,51,270,Lucian,15518,-1,-1,Pyke,40294,52,322,Gangplank,14670,48,281,Volibear,42924,49,1182,Sylas,97194,52,359,Ziggs,3512,50,791,Nami,214461,49,509,0
754,Gwen,165680,54,299,Aatrox,659530,51,653,Karthus,74619,52,684,Jhin,13790,49,138,Lux,473681,53,657,Gangplank,14670,48,281,RekSai,3132,50,791,Fizz,189388,49,507,Sivir,27337,50,294,Soraka,43125,52,322,1
755,Vayne,25881,51,426,MonkeyKing,75049,49,495,Veigar,12536,50,1373,Seraphine,68723,53,314,Janna,49418,52,322,Kayle,36597,55,100,RekSai,56211,51,417,Sylas,35230,49,507,Jhin,7346,55,258,Velkoz,7593,50,772,0
756,Mordekaiser,51775,51,793,MonkeyKing,64419,55,341,Syndra,186291,48,320,Draven,50533,51,416,FiddleSticks,52725,50,648,Tryndamere,31151,51,134,Kayn,14504,62,167,Malzahar,66555,49,638,Ezreal,20195,55,391,Lux,21131,52,322,0
757,Fiora,90998,49,736,Shaco,2234716,52,323,Lissandra,148,51,644,Kaisa,21049,51,541,Brand,129713,50,423,Shyvana,40031,54,145,Udyr,1749935,45,247,Anivia,922320,52,245,Jhin,170815,52,360,Thresh,132136,52,322,0
758,Pantheon,106003,52,382,Hecarim,329231,53,162,Katarina,117559,48,357,Vayne,43037,52,322,Nami,763083,50,628,Illaoi,43104,51,586,Volibear,1446,56,111,Orianna,492,54,191,Zeri,52108,53,222,Yuumi,68012,50,343,1
759,Gnar,22383,45,82,Kayn,122484,50,121,Xerath,75371,47,109,Nilah,12857,54,313,Seraphine,22768,51,785,Zac,64324,51,1239,JarvanIV,61057,52,322,Azir,69540,50,102,Sivir,38629,51,390,Soraka,1302334,57,383,1
760,Gangplank,3088721,51,1239,Karthus,38513,47,165,Ekko,240097,51,497,Tristana,1370819,57,382,Yuumi,204519,49,226,Illaoi,30137,59,145,Khazix,232276,52,322,Gragas,63116,50,1039,MissFortune,58055,54,257,Blitzcrank,55201,52,378,1
761,Teemo,23245,54,265,Shaco,3559,-1,-1,AurelionSol,1502527,54,367,Tristana,57954,44,138,Maokai,303,49,446,Lissandra,2068,-1,-1,RekSai,8977,46,166,Swain,1016249,50,680,Vayne,43037,52,322,Thresh,1218705,45,152,0
762,Darius,91978,53,320,Nunu,1807,50,106,TwistedFate,585222,51,233,Lucian,213464,60,126,Nami,998973,51,276,Teemo,23245,54,265,Graves,177,46,59,Gragas,357922,52,195,Jinx,60656,52,322,Senna,105442,51,1192,1
763,Camille,19829,52,389,Ekko,61666,49,146,Orianna,120802,50,230,KogMaw,4327,52,322,Karma,76764,49,446,Chogath,86465,51,840,LeeSin,335034,54,518,Viktor,263081,54,889,Ezreal,105633,51,395,Renata,12768,51,1192,0
764,Mordekaiser,44297,51,796,Rammus,89443,48,231,Jayce,2117,52,114,Aphelios,12951,52,322,Soraka,9139,50,697,Irelia,341753,50,124,Trundle,126861,55,103,Katarina,12543,56,85,Jhin,166262,53,611,Senna,2572,50,84,1
765,Darius,438173,53,668,Kindred,141175,57,233,Taliyah,46049,52,322,Kaisa,630641,49,1686,Lulu,62451,50,471,Lillia,12239,51,443,Graves,65073,51,555,Swain,577293,51,731,TahmKench,9786,-1,-1,Senna,15970,50,286,0
766,Darius,438173,53,668,Hecarim,112431,50,710,Brand,193180,52,376,Ashe,66232,52,322,Sona,96932,51,668,Sejuani,11157,56,116,JarvanIV,39230,53,947,Vladimir,15943,50,268,Jinx,454627,48,620,Senna,119067,47,350,0
767,Rakan,392420,50,453,Udyr,1650826,51,691,Lux,43190,51,805,Xayah,154543,50,191,MonkeyKing,164603,54,318,Aatrox,119757,53,668,Shaco,278686,-1,-1,TwistedFate,107451,58,69,Kaisa,64227,52,322,Soraka,2040,56,155,0
768,Shen,2233650,52,326,MasterYi,4018,56,151,Yasuo,1081107,52,340,MissFortune,7484,52,224,Bard,66637,56,198,Darius,438173,53,668,Udyr,488532,-1,-1,Taliyah,46049,52,322,Jhin,115715,47,147,Lux,686364,50,747,1
769,Garen,150161,51,75,Diana,114174,51,565,Amumu,1026,52,106,Jinx,45899,50,463,Thresh,173680,57,222,Kled,25902,62,78,Karthus,3138,43,96,Taliyah,46049,52,322,Kalista,10543,45,208,Malphite,7354,51,686,1
770,Urgot,674261,50,100,Viego,8031,-1,-1,Taliyah,46049,52,322,KogMaw,32940,50,533,MissFortune,533951,49,128,Vayne,78138,57,284,Vi,157963,48,822,Fizz,287367,58,73,Jhin,161770,53,401,Lux,412759,56,409,0
771,Yone,9212,57,284,JarvanIV,45724,53,138,Veigar,264958,50,1188,Aphelios,589058,50,994,MissFortune,533951,49,128,Malphite,82026,50,238,MonkeyKing,16793,48,290,Xerath,3288,52,322,Draven,566701,53,693,Soraka,109352,51,418,1
772,Olaf,30121,60,137,Viego,73300,-1,-1,Taliyah,46049,52,322,MissFortune,5721,54,271,Seraphine,60403,50,1252,Yone,261358,50,567,Nidalee,34682,51,272,Neeko,175552,50,403,Senna,274187,49,845,Karma,35050,46,289,1
773,Garen,33015,53,212,Vi,1140781,51,907,Sylas,120950,51,650,MissFortune,87580,-1,-1,Alistar,87656,50,115,Tryndamere,444349,49,467,Diana,305366,55,133,Taliyah,46049,52,322,Kaisa,317920,68,25,Nautilus,18971,45,229,1
774,Mordekaiser,64299,50,567,Volibear,21497,51,1345,Akshan,18171,51,394,Draven,936899,51,527,Nami,664690,52,525,Shyvana,29418,-1,-1,Nocturne,43371,54,192,Ahri,61298,52,322,Sivir,64876,49,1156,Janna,31202,50,783,1
775,Gangplank,531145,51,554,Diana,9140,52,632,Swain,19963,52,322,Twitch,20462,52,156,Leona,30007,50,66,Yone,261358,50,567,Lillia,2127,55,391,Fizz,3012458,50,1348,Vayne,112999,48,219,Nautilus,468025,50,239,0
776,Kayle,147887,49,1454,Kayn,7374,55,275,Swain,19963,52,322,Samira,193587,51,1272,Shaco,58338,51,614,Kennen,16253,51,651,Vex,4393,51,387,MonkeyKing,100671,50,402,Twitch,32357,52,848,Senna,69067,55,467,0
777,Sion,90742,-1,-1,Nidalee,36898,53,401,Pantheon,28391,53,315,Caitlyn,135146,50,874,Braum,612027,48,583,Olaf,20900,52,602,Rengar,272482,52,460,Taliyah,46049,52,322,Kaisa,163029,53,262,Shaco,58338,51,614,0
778,Sion,66764,47,258,Diana,56398,53,159,Talon,51232,50,929,Lucian,194397,51,887,Brand,181721,55,316,Swain,15912,52,389,Mordekaiser,199684,53,236,Taliyah,46049,52,322,Jinx,82745,52,377,Lulu,77214,51,276,0
779,Gangplank,23103,64,174,Kindred,227360,52,612,Sylas,17138,47,36,Lucian,27971,50,355,Pyke,104423,45,240,Akshan,86691,50,391,Graves,50155,47,178,Taliyah,46049,52,322,Samira,19323,51,749,Blitzcrank,17998,52,467,0
780,DrMundo,15110,51,101,Kayn,219962,52,567,Taliyah,46049,52,322,Ezreal,89713,63,65,Seraphine,23984,52,139,Teemo,96230,55,177,Viego,140061,53,236,Malphite,73318,57,253,Lucian,32519,50,176,Yuumi,431385,72,54,1
781,Gangplank,181289,48,315,Viego,59644,65,51,Taliyah,46049,52,322,Tristana,6754,44,205,Zyra,34579,-1,-1,Ornn,4686,42,53,Rengar,5394,53,263,Velkoz,182984,55,183,Samira,251282,51,805,Rell,6693,49,403,1
782,Tristana,27120,48,390,Khazix,4842,51,551,Galio,60073,52,322,Varus,28850,49,356,Brand,64388,49,160,Shaco,488659,49,402,Nocturne,4133014,50,1562,Katarina,671034,50,146,Jhin,45130,51,323,Leona,322614,50,485,1
783,Garen,274895,49,525,Khazix,4842,51,551,Mordekaiser,20901,50,879,Aphelios,154016,53,519,Brand,64388,49,160,Darius,549726,47,115,Talon,36797,51,257,Malzahar,13365,52,322,Vayne,34698,37,27,Thresh,130722,50,801,0
784,Poppy,787376,53,274,Karthus,52910,49,174,Samira,325110,50,223,Ashe,66232,52,322,Thresh,240648,55,286,Garen,189837,53,160,Nidalee,110439,58,191,Kassadin,12750,50,813,Vayne,44486,50,432,Lulu,249824,52,301,1
785,Kayle,13418,42,165,Elise,43572,58,293,Katarina,130493,59,69,Caitlyn,25967,42,81,Renata,9959,50,42,Akshan,97059,54,196,Ekko,121360,50,306,Ahri,202612,51,544,Lucian,56930,52,534,Senna,105417,51,65,1
786,Volibear,4704,54,167,Rengar,2361172,53,163,Zed,476586,54,266,Ezreal,890,54,68,Velkoz,1791940,35,49,Sion,379667,51,47,MasterYi,52665,-1,-1,Vladimir,388008,50,353,Yasuo,28451,52,64,Senna,105417,51,65,0
787,MonkeyKing,79213,48,174,Talon,162322,51,617,Corki,7503,54,82,Samira,200222,51,852,Rell,77573,-1,-1,Ornn,166695,52,884,Poppy,43350,54,151,Veigar,48407,53,503,MissFortune,143348,-1,-1,Senna,105417,51,65,0
788,Aatrox,54416,61,221,Warwick,108523,56,242,Yone,46520,52,417,Jhin,677374,-1,-1,Lux,18838,52,621,Yorick,169340,49,483,Nunu,291644,51,527,Corki,12037,50,149,Vayne,1077576,50,341,Senna,105417,51,65,1
789,Poppy,3016,47,391,Viego,90034,52,345,Ahri,155,51,86,Jhin,238621,50,391,Senna,105417,51,65,Gwen,17420,51,868,Kled,646025,52,395,Zed,2021762,-1,-1,Lucian,110993,51,770,Lulu,2224128,50,937,0
790,Sion,300729,54,414,Viego,19016,51,819,Katarina,8512,53,386,Samira,24921,50,498,Senna,16349,56,124,Illaoi,268770,52,1409,LeeSin,198098,55,11,Qiyana,86858,51,1162,Vayne,831420,47,494,Thresh,81579,51,65,0
791,Nasus,53342,49,225,Kayn,38746,-1,-1,Viktor,7507,55,60,Zeri,22607,59,73,Thresh,81579,51,65,Renekton,6842,51,175,Graves,104357,53,184,Seraphine,108513,49,451,Senna,2751,45,29,TahmKench,125299,54,446,1
792,Mordekaiser,126898,54,111,Khazix,163626,50,908,Talon,29783,-1,-1,Jinx,57197,-1,-1,Yuumi,11168,49,396,Riven,41613,-1,-1,Diana,449827,51,1074,Viktor,52662,55,391,Vayne,2201548,48,410,Senna,105417,51,65,1
793,Jax,188013,57,97,Nocturne,959416,51,65,Lux,238474,-1,-1,Jinx,197228,50,278,Nami,933561,-1,-1,Sett,40473,50,703,Ekko,217764,49,689,Viktor,314134,52,409,Zeri,28765,47,91,Senna,62884,50,220,0
794,Fiora,8915,52,229,XinZhao,888860,-1,-1,LeeSin,1553151,50,1150,Ezreal,119390,56,27,Senna,105417,51,65,MonkeyKing,1265602,51,688,MasterYi,975623,47,440,Thresh,2101,50,763,Jinx,141360,49,299,TwistedFate,1777391,49,608,0
795,Chogath,222466,-1,-1,FiddleSticks,25349,-1,-1,Zed,252232,51,439,Ziggs,20354,-1,-1,Senna,105417,51,65,Akshan,15129,44,89,MasterYi,3822,49,591,Vladimir,189299,55,100,Tristana,418666,50,277,Leona,182306,50,394,1
796,Gwen,10938,45,120,Khazix,192406,48,130,Lissandra,133861,50,312,Ezreal,7568,52,176,Lux,81353,51,1146,Riven,158682,-1,-1,Diana,113897,46,463,Sylas,136621,-1,-1,Caitlyn,108423,48,1026,Senna,105417,51,65,1
797,Syndra,86158,51,384,Nocturne,610472,49,987,Aatrox,19532,53,235,Vayne,113186,53,146,Lulu,712820,50,734,Camille,565492,50,430,Kindred,403636,51,276,TwistedFate,132298,53,306,Ezreal,185747,55,265,Senna,105417,51,65,0
798,Kled,83997,50,38,Warwick,773977,51,551,Veigar,49866,51,425,Caitlyn,2229,50,595,Blitzcrank,17925,51,65,Zac,607058,-1,-1,Nunu,57026,46,91,Neeko,77420,45,147,Draven,1787922,43,136,Velkoz,2471489,51,329,1
799,Camille,734517,51,604,Lillia,31150,46,339,Qiyana,35102,50,92,Draven,74674,50,268,Thresh,81579,51,65,TahmKench,18372,57,261,MasterYi,622580,50,2152,Fizz,267557,53,595,Jinx,230612,46,379,Karma,32935,50,358,1
800,Tryndamere,846143,52,601,Darius,329037,50,107,TwistedFate,97596,52,235,Gragas,917527,53,294,Kaisa,882,48,61,Shen,56711,-1,-1,Kayn,62364,50,217,Kayle,180576,48,159,Ezreal,134044,46,339,Senna,105417,51,65,0
801,Vayne,272980,55,199,Senna,105417,51,65,Viktor,101941,-1,-1,Caitlyn,168414,46,339,JarvanIV,316541,46,378,Ekko,21118,-1,-1,Hecarim,372978,50,302,Veigar,62182,49,267,Draven,731440,56,55,Yuumi,202613,42,127,0
802,Garen,1351964,50,719,Trundle,124095,51,1098,Viktor,460720,50,1395,Jinx,73428,50,1127,Soraka,49453,52,721,Aatrox,63347,52,780,Qiyana,65479,-1,-1,Ahri,15437,51,230,Vayne,205261,52,1047,Senna,105417,51,65,1
803,Mordekaiser,10490,46,389,LeeSin,71964,54,685,Viktor,1017836,51,423,Caitlyn,124279,50,656,Senna,105417,51,65,Sett,60685,-1,-1,JarvanIV,166558,51,1251,Katarina,328848,50,623,Jinx,35682,50,113,Soraka,610544,46,192,0
804,Camille,382413,50,510,Hecarim,16822,57,86,Xerath,40497,49,526,Ezreal,781041,53,714,Senna,105417,51,65,Sett,1509505,50,1031,Kayn,583007,52,599,Viktor,223790,51,1009,Ashe,18857,57,90,Lux,618586,51,203,1
805,Urgot,622520,-1,-1,Nidalee,14673,-1,-1,Leblanc,41148,50,585,MissFortune,9757,47,211,Nami,855634,50,450,Kennen,591266,52,62,Graves,133495,48,734,Akshan,159945,53,142,Jhin,311586,46,365,Senna,105417,51,65,0
806,Kayle,158293,51,360,Kayn,236636,53,80,Akshan,12187,54,314,Jinx,34903,63,52,Thresh,81579,51,65,Sylas,50369,55,283,Volibear,165726,48,139,Viktor,25536,51,154,Jhin,75024,49,552,Leona,62216,47,352,1
807,Yone,79522,48,143,Zac,3533,-1,-1,Corki,37913,51,74,Jhin,239383,52,61,Morgana,18503,52,73,Jax,47122,-1,-1,Hecarim,97923,48,181,Sylas,60717,55,274,Kaisa,30600,51,151,Senna,105417,51,65,1
808,Thresh,1446,-1,-1,JarvanIV,169729,50,325,Corki,37551,54,179,Jhin,124869,51,886,Xerath,68980,52,708,Sett,17722,62,120,Rammus,38942,49,693,Yasuo,9138,-1,-1,Caitlyn,138860,-1,-1,Senna,105417,51,65,1
809,Sejuani,30464,49,334,Vi,49219,50,605,Orianna,1280913,-1,-1,Samira,14380,47,309,Lux,124837,50,934,Shen,20118,48,589,Twitch,10777,-1,-1,Seraphine,36463,50,480,JarvanIV,219257,50,1372,Senna,105417,51,65,0
810,Shen,427168,49,867,RekSai,8525,-1,-1,Seraphine,36463,50,480,Kaisa,253930,47,133,Senna,105417,51,65,Singed,11343,44,72,Rammus,187470,52,504,Lux,40972,50,353,Draven,580726,52,608,Thresh,174010,-1,-1,1
811,Quinn,409926,51,100,Viego,60650,49,249,Sylas,344911,51,417,Kaisa,390840,-1,-1,Brand,12330,-1,-1,MonkeyKing,12149,48,731,Kayn,1457321,-1,-1,Fizz,3012458,50,1348,Vayne,320742,49,227,Senna,105417,51,65,1
812,Gangplank,341001,50,109,Hecarim,274501,51,65,Anivia,329162,51,180,Jhin,3784,48,92,Soraka,21386,45,240,Fiora,74709,-1,-1,Graves,112385,51,84,Sylas,6324,-1,-1,Jinx,19438,54,282,Thresh,22456,61,124,0
813,Kayle,299142,56,161,Diana,2266,-1,-1,Qiyana,982640,50,797,Tristana,866371,48,1080,Senna,105417,51,65,Gangplank,36349,53,306,JarvanIV,67190,49,713,Syndra,1131655,49,160,Lucian,120259,53,391,Sona,6051,63,52,0
814,Gangplank,42559,52,175,Kindred,1357132,51,751,Ahri,558018,51,313,Jinx,34981,-1,-1,Blitzcrank,2658455,49,168,Kled,13072,52,423,MasterYi,93555,52,904,Fizz,91746,48,697,Jhin,162670,50,1001,Thresh,81579,51,65,1
815,Sett,725535,51,826,JarvanIV,8614,-1,-1,Orianna,30774,51,274,Caitlyn,12141,47,399,Senna,105417,51,65,Shen,483914,49,414,XinZhao,29504,50,325,Neeko,1204384,34,73,Jhin,48365,36,70,Lulu,98679,51,290,1
816,Mordekaiser,85704,37,62,Veigar,15453,51,65,Viego,43434,49,833,Jinx,435300,52,291,Blitzcrank,154255,47,73,Sion,116401,48,440,Kayn,377123,-1,-1,Viktor,234192,48,407,Tristana,866371,48,1080,Leona,16301,52,139,0
817,Sion,344584,52,113,Vi,646249,50,1195,Viktor,56006,47,159,Kalista,88366,49,354,Neeko,11862,48,173,Camille,786848,54,291,JarvanIV,424589,51,65,Syndra,80829,48,227,Aphelios,73707,51,384,Lulu,6029,49,166,1
818,Darius,172286,52,684,Taliyah,131426,51,1016,Anivia,22770,48,141,Kaisa,729450,57,149,Nautilus,683964,61,70,Riven,9223,42,36,Viego,48478,52,351,Lissandra,509835,43,44,MissFortune,55989,49,602,Senna,105417,51,65,1
819,Chogath,69155,49,586,Amumu,220814,49,602,Zed,81902,46,236,Kaisa,323957,50,877,Senna,105417,51,65,Jax,102054,50,543,Rammus,607683,49,318,Ekko,184390,49,490,Jinx,77315,-1,-1,Velkoz,1295386,52,501,0
820,Trundle,17402,52,145,Warwick,402990,51,576,Viktor,13023,54,63,Jinx,18837,-1,-1,Senna,105417,51,65,Fiora,2370235,50,1156,Hecarim,204243,-1,-1,Akshan,10518,46,183,Samira,87507,50,887,Lux,187583,49,600,1
821,Akali,568538,-1,-1,JarvanIV,424589,51,65,Viktor,52704,49,445,Kaisa,137180,-1,-1,Braum,352771,48,953,Ornn,245542,53,341,Khazix,1046326,-1,-1,Corki,51853,52,680,Lucian,217055,49,260,Nami,107341,50,2610,0
822,Sion,6134,49,88,Shyvana,69620,46,444,Corki,12541,51,368,Ashe,51798,51,171,Senna,105417,51,65,Darius,129903,50,390,Diana,135717,46,185,Viktor,415395,51,434,Kaisa,126190,51,317,Yuumi,235816,50,1199,0
823,Vladimir,783074,48,236,Nocturne,959416,51,65,Akali,79085,52,484,Jhin,147772,-1,-1,Nautilus,16385,50,769,Kayle,88304,57,261,Poppy,907367,51,219,Orianna,89520,50,868,Ezreal,60662,47,282,Lux,1873702,50,805,0
824,DrMundo,222542,49,603,Warwick,2307086,50,1130,Annie,2141694,49,713,Sivir,74152,49,1093,Senna,105417,51,65,TahmKench,39306,55,131,Lillia,233287,-1,-1,Akshan,12348,51,179,Samira,66678,-1,-1,Leona,135404,50,268,1
825,Urgot,256643,46,366,Trundle,11033,43,155,Velkoz,157675,54,63,Jinx,83081,53,228,Lulu,33557,49,588,MonkeyKing,357162,50,991,Rammus,102885,54,251,Zoe,501332,46,139,Jhin,209863,48,395,Senna,105417,51,65,0
826,Tryndamere,2695183,49,1021,Diana,56016,50,598,Irelia,771858,52,210,Swain,539306,57,214,Senna,105417,51,65,Malphite,5263,47,70,Olaf,653650,49,240,Vladimir,2310492,48,200,Kaisa,488480,50,409,Brand,298781,48,298,1
827,Lissandra,29666,52,82,Hecarim,91830,48,213,Jayce,49194,60,124,Kaisa,588371,53,287,Senna,105417,51,65,Lucian,56467,56,103,Taliyah,29535,51,148,Qiyana,155678,50,652,Aphelios,454,48,225,Maokai,195096,47,104,1
828,DrMundo,89171,51,590,Karthus,131548,49,322,Jayce,99114,-1,-1,Heimerdinger,63656,55,44,Xerath,33303,56,94,Gwen,34181,50,751,Khazix,154405,-1,-1,Lux,25032,-1,-1,Ezreal,14230,56,97,Senna,105417,51,65,1
829,Quinn,105228,49,586,Amumu,143063,50,630,Malzahar,1192840,49,83,Twitch,865263,-1,-1,Pyke,40960,49,696,Sion,36135,-1,-1,Tryndamere,93246,45,133,Viktor,19623,-1,-1,Ekko,239662,51,340,Senna,105417,51,65,1
830,Urgot,442473,51,347,Vi,304251,62,127,Fizz,568724,52,446,Ashe,52222,-1,-1,Senna,105417,51,65,Gangplank,134550,-1,-1,Graves,458150,59,128,Kassadin,12472,49,321,Caitlyn,76993,52,233,Blitzcrank,135,46,138,1
831,TahmKench,12510,63,59,Graves,99810,49,147,Veigar,82973,49,494,Jhin,63155,-1,-1,Senna,105417,51,65,Gangplank,440244,49,218,Karthus,380239,49,421,Talon,683221,53,306,Jinx,444341,49,593,Braum,110319,42,107,1
832,Sett,136311,63,59,Talon,39095,49,147,Xerath,57493,56,384,Jinx,263058,43,156,Karma,2287767,49,589,Akshan,13999,57,257,Gwen,8338,-1,-1,Urgot,175329,-1,-1,Twitch,512285,-1,-1,Senna,105417,51,65,1
833,Quinn,2231005,51,1135,Kayn,382955,-1,-1,Cassiopeia,429729,56,136,Jhin,500331,49,252,Senna,105417,51,65,Darius,555689,51,337,Hecarim,34208,-1,-1,Lux,107597,-1,-1,Draven,277189,-1,-1,Bard,145109,50,334,1
834,Teemo,24871,49,172,Viego,38586,50,834,Karthus,36483,-1,-1,Aphelios,82497,-1,-1,Senna,105417,51,65,Sion,160088,51,1166,Ekko,38341,-1,-1,Fizz,40554,-1,-1,Jhin,687972,49,311,Leona,46151,48,219,0
835,Sion,71943,52,228,RekSai,545857,49,506,Corki,66322,-1,-1,Draven,418427,51,775,Nautilus,32382,49,338,Shen,18928,41,78,Nunu,51005,71,17,Yasuo,1001706,52,116,Kaisa,12303,-1,-1,Senna,105417,51,65,0
