,blueTops,btlevel,btmp,btwr,btcwr,btkda,btct,btt,blueJngs,bjlevel,bjmp,bjwr,bjcwr,bjkda,bjct,bjt,blueMids,bmlevel,bmmp,bmwr,bmcwr,bmkda,bmct,bmt,blueBots,bblevel,bbmp,bbwr,bbcwr,bbkda,bbct,bbt,blueSups,bslevel,bsmp,bswr,bscwr,bskda,bsct,bst,redTops,redJngs,redMids,redBots,redSups,winner
749,Jax,140,167242,0.57,0.63,1.85,64.0,225.0,Volibear,623,832952,0.51,0.56,3.61,365.0,760.0,TwistedFate,65,7197,0.5,1.0,2.78,2.0,92.0,Sivir,632,69516,0.5,0.63,3.96,8.0,943.0,Yuumi,475,189623,0.52,0.52,4.06,94.0,339.0,Mordekaiser,MonkeyKing,Syndra,Jhin,Seraphine,1
750,Volibear,449,349204,0.51,0.58,2.01,326.0,808.0,MasterYi,463,242213,0.5,0.6,2.68,136.0,499.0,Seraphine,487,472056,0.51,0.57,4.17,432.0,938.0,Sivir,451,113996,0.51,0.58,3.44,74.0,1263.0,Soraka,177,35688,0.51,0.56,2.89,32.0,882.0,Camille,Diana,Viktor,Jhin,Ashe,1
751,Jax,140,167242,0.57,0.63,1.85,64.0,225.0,Kindred,361,14936,0.59,0.67,3.04,18.0,287.0,Seraphine,386,68600,0.54,0.69,3.2,35.0,471.0,Draven,464,38544,0.5,0.56,1.77,9.0,1030.0,Nautilus,478,117671,0.51,0.54,2.45,99.0,457.0,Quinn,FiddleSticks,Qiyana,Jhin,Bard,1
752,Quinn,290,1509438,0.51,0.52,2.18,492.0,520.0,Graves,585,226271,0.45,0.43,3.14,30.0,86.0,Ekko,568,1071741,0.5,0.64,3.25,120.0,631.0,Samira,41,33126,0.52,0.72,3.04,47.0,269.0,Braum,205,75727,0.52,0.4,2.45,10.0,565.0,Jax,Rengar,Corki,Jhin,Pyke,0
753,Gnar,371,45299,0.55,0.58,2.25,24.0,480.0,Taliyah,490,9632,0.51,0.25,2.83,4.0,1633.0,Swain,323,41325,0.48,0.2,2.0,5.0,469.0,Vayne,89,84305,0.51,0.54,2.14,68.0,420.0,Renata,466,87655,0.5,0.55,2.57,141.0,987.0,Jax,LeeSin,Velkoz,Tristana,Nautilus,0
754,Graves,82,6412,0.56,0.75,2.66,8.0,314.0,Khazix,38,8228,0.64,0.86,2.74,7.0,53.0,Jayce,35,64691,0.54,0.63,2.81,83.0,137.0,Tristana,497,87485,-1.0,0.0,0.0,0.0,-1.0,Brand,248,37852,0.53,0.6,1.85,55.0,459.0,Rumble,Udyr,Zed,TahmKench,Senna,1
755,Yone,550,75220,0.51,0.62,1.86,103.0,841.0,Khazix,37,8228,0.64,0.86,2.74,7.0,53.0,Velkoz,74,374437,0.51,0.53,2.41,242.0,281.0,Veigar,497,59984,-1.0,0.0,0.0,0.0,-1.0,Yuumi,95,1142,0.49,0.5,5.13,2.0,712.0,Sett,Sejuani,Talon,Syndra,Twitch,1
756,Gangplank,226,284537,0.55,0.55,2.16,190.0,220.0,Khazix,37,8228,0.64,0.86,2.74,7.0,53.0,Ahri,278,187132,0.51,1.0,1.88,1.0,291.0,Caitlyn,280,49288,0.5,0.48,1.84,29.0,1104.0,Morgana,48,15751,0.53,1.0,2.38,1.0,19.0,Garen,Volibear,Kassadin,Lucian,Nami,1
757,Lillia,49,151697,0.5,0.49,3.56,119.0,116.0,Olaf,35,177,0.61,0.0,0.82,1.0,18.0,Vladimir,42,8988,0.46,0.39,2.81,18.0,177.0,Vayne,231,555421,-1.0,0.0,0.0,0.0,-1.0,Anivia,48,104758,0.53,0.54,2.73,68.0,70.0,Tryndamere,Khazix,Sylas,Jinx,Taliyah,0
758,Pyke,107,243169,-1.0,0.0,0.0,0.0,-1.0,Viego,245,24093,0.5,0.53,2.67,38.0,817.0,Ekko,300,1181797,0.5,0.53,2.25,865.0,1354.0,Irelia,105,24792,0.55,0.86,2.31,14.0,76.0,Tristana,221,13828,0.52,0.67,1.76,3.0,397.0,Ornn,Nocturne,Akali,Jinx,MissFortune,1
759,Darius,188,523750,0.5,0.54,2.4,163.0,284.0,Graves,365,79116,-1.0,0.0,0.0,0.0,-1.0,Kassadin,109,38607,0.49,0.59,3.96,22.0,138.0,MissFortune,127,168558,0.49,0.52,2.3,91.0,253.0,Karma,70,19211,0.47,0.52,2.05,23.0,136.0,Mordekaiser,LeeSin,Ahri,Jinx,Renata,0
760,Graves,35,3013,0.5,0.6,1.55,5.0,212.0,Khazix,37,8228,0.64,0.86,2.74,7.0,53.0,Vex,539,273745,-1.0,0.0,0.0,0.0,-1.0,Jinx,191,22255,0.63,0.72,3.38,18.0,236.0,Bard,204,420286,0.45,0.42,3.16,48.0,58.0,Riven,Nidalee,Qiyana,Ezreal,Nami,1
761,Irelia,33,12312,0.61,0.68,2.19,19.0,74.0,LeeSin,37,5422,0.64,0.8,3.63,5.0,53.0,Ahri,419,54554,-1.0,0.0,0.0,0.0,-1.0,Tristana,61,9693,0.58,0.91,3.61,11.0,137.0,Xerath,411,47017,0.48,0.53,2.88,19.0,335.0,Akali,Hecarim,Akshan,Jinx,Karma,1
762,Vladimir,197,43856,0.51,0.82,4.33,28.0,617.0,Zed,37,1209,0.64,1.0,2.38,1.0,53.0,Katarina,137,525882,0.5,0.52,2.42,609.0,708.0,Tristana,61,9693,0.58,0.91,3.61,11.0,137.0,Blitzcrank,569,210532,0.51,0.46,2.04,39.0,1205.0,Darius,Viego,Sylas,Yasuo,Lulu,1
763,Jayce,465,101944,0.53,0.5,1.82,30.0,513.0,Graves,358,332767,0.5,0.58,2.47,354.0,120.0,Talon,254,34038,0.49,0.0,3.25,1.0,291.0,Kaisa,619,71112,0.52,0.58,2.29,33.0,931.0,Leona,739,65790,0.52,0.47,2.11,43.0,1204.0,Tryndamere,Khazix,Kassadin,Tristana,Senna,0
764,Yasuo,46,41667,0.52,0.57,1.87,72.0,111.0,MonkeyKing,34,11458,0.52,0.47,2.47,17.0,48.0,Gangplank,37,4425,0.48,0.2,1.19,10.0,203.0,Ashe,366,72612,0.48,0.64,3.56,11.0,65.0,Leona,739,65790,0.52,0.47,2.11,43.0,1204.0,Garen,LeeSin,Yone,Tristana,Veigar,1
765,MonkeyKing,37,16839,0.52,0.48,2.13,29.0,178.0,Lillia,191,4066,0.54,0.5,3.29,6.0,363.0,Qiyana,461,21400,-1.0,0.0,0.0,0.0,-1.0,Lucian,81,131,0.49,0.0,1.4,1.0,418.0,Ahri,122,58373,0.57,0.42,2.56,12.0,319.0,Gangplank,LeeSin,Fizz,Tristana,Yuumi,0
766,Teemo,259,2669965,0.47,0.49,2.21,298.0,316.0,Rammus,36,1025,0.64,0.5,3.25,2.0,53.0,Lux,74,60466,-1.0,0.0,0.0,0.0,-1.0,Vayne,242,1398961,0.49,0.56,2.64,229.0,353.0,Senna,500,26366,0.49,0.33,1.53,9.0,456.0,Darius,Shaco,Sylas,Jinx,Janna,0
767,Garen,36,4756,0.64,0.75,2.25,4.0,53.0,Zac,135,143556,0.4,0.29,3.35,7.0,15.0,Yasuo,37,9414,0.56,0.62,2.1,13.0,68.0,Kaisa,34,12249,0.59,0.57,3.05,23.0,54.0,Soraka,131,9133,0.48,0.83,4.06,6.0,196.0,Pantheon,JarvanIV,Varus,Ashe,Xerath,1
768,Urgot,353,83106,-1.0,0.0,0.0,0.0,-1.0,Rammus,36,1025,0.64,0.5,3.25,2.0,53.0,Vex,338,79228,0.53,0.68,2.15,25.0,30.0,Ashe,128,8094,0.5,0.6,3.26,5.0,214.0,Blitzcrank,222,22025,0.52,0.67,3.94,3.0,109.0,Mordekaiser,Nidalee,Yasuo,Caitlyn,MissFortune,1
769,Kennen,130,12806,0.64,1.0,4.0,1.0,22.0,Lillia,249,13338,0.75,0.64,3.55,11.0,12.0,Irelia,34,21729,-1.0,0.0,0.0,0.0,-1.0,Vayne,50,13654,-1.0,0.0,0.0,0.0,-1.0,Nautilus,47,5657,0.64,0.67,2.71,9.0,59.0,Mordekaiser,Volibear,Malphite,Jhin,Brand,1
770,Nautilus,183,706239,0.41,0.31,2.24,36.0,51.0,Warwick,216,40050,0.51,0.58,3.65,12.0,241.0,Ahri,74,164686,0.5,0.5,2.15,110.0,284.0,Jhin,62,7114,0.56,0.5,3.79,12.0,108.0,Soraka,49,5148,0.53,0.57,3.03,7.0,73.0,Vayne,Volibear,Yasuo,Tristana,Nami,0
771,Camille,64,19078,0.44,0.46,2.46,13.0,48.0,Fizz,284,58425,0.42,0.0,0.81,2.0,24.0,Lillia,35,1404,0.59,0.33,1.45,3.0,29.0,MissFortune,287,121034,0.51,0.2,1.44,5.0,166.0,Senna,444,280399,0.55,0.6,3.06,117.0,92.0,Aatrox,Volibear,Katarina,Kaisa,Nami,0
772,Kennen,224,2009226,0.35,0.38,2.07,29.0,31.0,Khazix,106,41009,0.59,1.0,9.5,3.0,34.0,Yasuo,60,225853,0.52,0.55,1.94,20.0,29.0,Veigar,348,61514,-1.0,0.0,0.0,0.0,-1.0,Janna,186,117953,0.66,0.71,3.88,14.0,38.0,Riven,Volibear,Syndra,Sivir,Lux,1
773,Ornn,406,56196,0.51,0.56,2.95,9.0,72.0,LeeSin,209,437191,0.57,0.63,5.04,8.0,30.0,Yone,143,45006,0.48,0.56,1.55,34.0,151.0,KogMaw,36,3183,0.54,0.43,2.02,7.0,83.0,Yuumi,50,6931,0.45,0.29,3.03,17.0,222.0,Riven,Volibear,Cassiopeia,Draven,Lulu,0
774,Gangplank,33,1002,0.59,0.33,1.2,3.0,39.0,Poppy,93,1296,0.5,0.0,2.33,1.0,36.0,Malzahar,42,1113,-1.0,0.0,0.0,0.0,-1.0,Zeri,38,7700,0.59,0.58,3.31,12.0,137.0,Swain,41,21220,0.45,0.58,2.6,12.0,22.0,Graves,Volibear,Rumble,Jinx,Soraka,0
775,Yorick,453,30041,0.55,0.56,1.36,16.0,210.0,Nidalee,40,4147,0.65,0.67,2.86,6.0,51.0,Qiyana,49,11444,-1.0,0.0,0.0,0.0,-1.0,Lucian,46,4314,-1.0,0.0,0.0,0.0,-1.0,Leona,407,150167,-1.0,0.0,0.0,0.0,-1.0,Mordekaiser,Rengar,Zed,KogMaw,Lulu,1
776,Kayle,35,4877,0.64,0.2,1.17,5.0,53.0,Rengar,46,108233,0.59,0.78,3.84,143.0,320.0,Viktor,51,37333,0.38,0.25,1.6,8.0,32.0,Jinx,328,470551,-1.0,0.0,0.0,0.0,-1.0,Seraphine,303,19115,0.53,0.67,2.69,3.0,15.0,Mordekaiser,LeeSin,Yasuo,Caitlyn,Lux,0
777,Nasus,35,7357,0.64,0.55,2.61,11.0,53.0,Shaco,506,1396080,0.47,0.55,3.2,47.0,45.0,Ekko,268,1101337,0.53,0.57,2.9,60.0,236.0,Draven,46,24032,0.59,0.77,3.33,30.0,320.0,Blitzcrank,258,269200,0.39,0.29,1.9,7.0,36.0,Mordekaiser,Graves,Yone,Jhin,Pyke,0
778,Kayle,34,4877,0.64,0.2,1.17,5.0,53.0,Rengar,44,29876,0.78,0.81,4.39,26.0,45.0,Malzahar,33,16984,0.55,0.44,1.69,25.0,53.0,Lucian,262,642908,0.41,0.29,1.5,14.0,148.0,Nami,34,8695,0.56,0.44,3.04,16.0,147.0,Garen,Khazix,Tryndamere,Caitlyn,Brand,1
779,Kayle,38,8608,0.57,0.86,3.19,7.0,68.0,Sejuani,220,5021,0.62,1.0,10.0,2.0,21.0,Malzahar,97,65187,0.48,0.52,2.1,50.0,89.0,Kaisa,528,382172,0.33,0.38,2.32,8.0,18.0,Senna,31,40969,0.53,0.62,2.92,66.0,209.0,Garen,Nocturne,Viktor,Jhin,Janna,1
780,Udyr,290,28790,0.42,0.67,1.27,3.0,102.0,Nasus,34,33117,0.51,0.6,2.17,50.0,298.0,Veigar,31,13268,0.51,0.6,2.38,5.0,93.0,MissFortune,179,187334,0.48,0.48,2.46,23.0,95.0,Nautilus,161,39556,0.46,0.55,2.78,11.0,24.0,Garen,Rengar,Vladimir,Jinx,Leona,0
781,Jax,72,30319,0.52,0.59,2.26,27.0,185.0,Evelynn,254,1739967,0.47,0.48,2.94,162.0,324.0,Ekko,537,343283,0.5,0.62,3.65,105.0,80.0,Ashe,262,41709,0.49,0.67,2.62,24.0,872.0,Thresh,53,12065,0.51,0.6,4.86,15.0,243.0,Shen,Mordekaiser,Sylas,Jinx,Soraka,1
782,Swain,631,2349181,0.5,0.52,2.95,902.0,968.0,Graves,55,3417,0.52,0.38,1.86,8.0,206.0,Lux,103,40557,0.53,0.58,3.71,66.0,457.0,Draven,300,53575,0.5,0.61,1.9,41.0,287.0,Lulu,164,11742,0.53,0.5,2.23,10.0,528.0,Shen,Karthus,Sylas,Vayne,Yuumi,1
783,Illaoi,266,372420,0.53,0.63,2.37,171.0,249.0,Zac,387,84516,0.53,0.66,4.02,105.0,535.0,Sylas,105,7768,0.55,0.56,3.47,9.0,156.0,Samira,275,2261,0.5,0.25,2.89,4.0,179.0,Zyra,528,204206,-1.0,0.0,0.0,0.0,-1.0,Kled,FiddleSticks,Viktor,Sivir,Renata,0
784,Garen,254,65713,0.52,0.57,2.04,100.0,743.0,Nocturne,348,1371674,0.5,0.51,3.98,580.0,636.0,Ziggs,386,121916,0.54,0.61,3.08,106.0,592.0,Vayne,488,505891,0.51,0.48,2.08,46.0,356.0,Swain,549,25359,0.51,0.4,1.73,5.0,1352.0,Jax,MasterYi,Sylas,Kaisa,Nautilus,0
785,Lillia,266,25740,-1.0,0.0,0.0,0.0,-1.0,MasterYi,274,205176,-1.0,0.0,0.0,0.0,-1.0,Katarina,254,390564,0.5,0.49,2.42,134.0,835.0,Kalista,83,37496,0.49,0.46,2.32,66.0,250.0,MissFortune,124,37465,0.52,0.55,2.97,22.0,519.0,Renekton,Sion,Malzahar,Sivir,Karma,1
786,MonkeyKing,333,10718,0.53,0.63,2.59,8.0,83.0,Viego,349,1833,0.48,0.0,0.78,1.0,149.0,Veigar,434,12504,0.51,0.0,1.0,1.0,290.0,Jhin,461,274349,0.42,0.63,2.72,19.0,93.0,Bard,437,100386,0.5,0.53,3.08,53.0,904.0,Renekton,Zed,Sylas,Tristana,Xerath,0
787,Irelia,109,28689,0.5,0.44,1.21,23.0,199.0,Trundle,478,15613,0.56,0.48,3.19,21.0,306.0,Ahri,461,31012,0.52,0.5,1.89,2.0,771.0,MissFortune,633,47681,0.54,0.69,3.02,13.0,463.0,Bard,514,987535,0.53,0.47,2.78,147.0,593.0,Mordekaiser,JarvanIV,Yone,Vayne,Janna,1
788,Kennen,118,9526,0.49,0.56,1.91,9.0,664.0,Kayn,335,78554,0.49,0.57,1.95,30.0,760.0,Xerath,216,56095,0.53,0.31,2.08,16.0,506.0,Xayah,468,123598,0.47,0.56,2.34,9.0,32.0,Morgana,399,22095,0.56,1.0,4.56,4.0,57.0,Kled,Nocturne,Kassadin,Sivir,Soraka,1
789,Vayne,902,230234,0.49,0.49,1.64,35.0,1422.0,Volibear,339,408117,0.53,0.59,3.42,346.0,601.0,Ahri,527,214390,0.5,0.75,3.11,20.0,530.0,Ezreal,172,322331,0.5,0.51,3.23,493.0,1105.0,Rakan,392,5798,0.51,0.33,1.5,3.0,298.0,Sion,Nunu,Kassadin,Jhin,Brand,0
790,Yone,89,6741,0.66,0.6,1.98,10.0,83.0,Warwick,294,879366,0.51,0.54,2.92,369.0,590.0,Corki,604,95592,0.5,0.46,2.66,22.0,592.0,Ezreal,330,107329,0.52,0.56,2.78,72.0,609.0,Nautilus,98,3838,0.56,0.5,4.5,2.0,55.0,Gangplank,Nidalee,Viktor,Twitch,Pyke,1
791,Nasus,236,35635,0.49,0.63,2.19,41.0,611.0,Ekko,90,5611,0.53,0.25,2.16,8.0,252.0,Kassadin,99,8190,0.55,0.56,2.54,9.0,156.0,Ezreal,162,40006,0.49,0.56,2.32,16.0,250.0,Zoe,368,286163,0.51,0.74,3.67,19.0,290.0,Yone,Samira,Swain,Rammus,Brand,1
792,Mordekaiser,99,3623,0.55,1.0,7.33,1.0,156.0,Morgana,311,74121,0.52,0.71,3.22,17.0,185.0,Zoe,504,1947679,0.5,0.51,3.61,921.0,1267.0,Zeri,554,9665,0.5,0.56,2.41,16.0,1806.0,Nami,343,262214,0.6,0.61,4.29,128.0,140.0,Rell,Kindred,Ahri,Jhin,Renata,1
793,Maokai,760,83137,-1.0,0.0,0.0,0.0,-1.0,RekSai,215,41294,0.56,1.0,5.73,14.0,89.0,Anivia,463,18385,0.81,1.0,5.0,1.0,31.0,Ezreal,345,68850,0.54,0.6,2.3,57.0,212.0,Zilean,99,2921,0.55,0.75,4.38,4.0,156.0,Irelia,Kayn,Katarina,Seraphine,Nami,1
794,Aatrox,457,318032,0.53,0.58,3.09,167.0,508.0,Kayn,800,1991581,0.51,0.58,2.9,531.0,1975.0,Lissandra,191,5538,0.52,1.0,2.5,4.0,353.0,Jhin,339,119151,0.52,0.8,2.96,5.0,437.0,Swain,309,300088,0.53,0.54,2.92,258.0,768.0,Fiora,Mordekaiser,Viktor,Ezreal,Taric,1
795,Sett,369,36548,0.51,0.49,1.67,35.0,710.0,Karthus,265,51387,-1.0,0.0,0.0,0.0,-1.0,Orianna,545,62049,0.5,0.5,3.06,4.0,361.0,Ezreal,97,13242,0.55,0.2,1.21,5.0,156.0,Soraka,80,1682,0.5,1.0,2.14,1.0,283.0,Riven,Zac,Xayah,Senna,Velkoz,1
796,Camille,289,5144,0.52,0.22,1.4,9.0,604.0,Skarner,679,1450919,0.5,0.59,2.17,198.0,1019.0,Ahri,153,37841,0.51,0.6,4.45,45.0,168.0,Draven,58,1935,0.56,0.5,2.4,2.0,117.0,Yuumi,138,64369,0.45,0.55,4.85,11.0,114.0,Malphite,Viego,Sylas,Samira,Sona,1
797,Fiora,144,10299,0.57,0.5,1.57,4.0,164.0,Graves,41,39128,0.51,0.61,2.66,56.0,366.0,Kassadin,206,21018,0.51,0.5,2.23,2.0,700.0,Samira,234,55783,0.54,0.61,2.48,84.0,315.0,Nami,216,221172,0.5,0.56,3.7,334.0,767.0,Camille,Shaco,Viktor,MissFortune,Sona,1
798,Rumble,484,584273,0.51,0.47,2.77,144.0,711.0,Volibear,383,95307,0.51,0.68,3.13,40.0,504.0,Seraphine,500,22705,0.51,0.38,3.35,8.0,427.0,Jhin,261,74803,0.54,0.38,2.62,8.0,308.0,Shaco,269,789052,0.51,0.6,2.51,239.0,668.0,Sett,Shyvana,Malzahar,Vayne,Leona,1
799,Quinn,205,1818416,0.52,0.51,1.71,107.0,115.0,LeeSin,208,71660,0.49,0.3,2.74,40.0,840.0,Annie,484,3733010,0.5,0.51,2.66,951.0,959.0,Samira,97,713,0.55,0.0,2.08,4.0,156.0,Thresh,379,1050426,0.5,0.48,2.76,73.0,422.0,Yorick,Belveth,Vladimir,Caitlyn,Soraka,0
800,Nasus,208,55902,0.44,0.5,1.37,10.0,105.0,Kayn,415,1737109,0.51,0.54,2.54,442.0,516.0,Yasuo,161,52587,0.52,0.47,1.35,34.0,506.0,Samira,97,713,0.55,0.0,2.08,4.0,156.0,Yuumi,686,706706,0.49,0.47,5.42,174.0,694.0,Garen,Viego,Jax,Veigar,Janna,0
801,Singed,114,431331,0.5,0.54,2.56,172.0,181.0,Graves,247,67930,0.51,0.75,1.98,8.0,382.0,Xerath,198,29444,0.48,0.67,1.89,3.0,262.0,Veigar,58,87074,0.52,0.61,1.99,140.0,234.0,Yuumi,140,230126,0.54,0.62,4.7,95.0,108.0,TahmKench,Viego,Viktor,Samira,Nautilus,1
802,Lillia,627,11733,0.51,0.2,1.65,5.0,1175.0,MonkeyKing,171,6566,0.45,0.44,3.04,9.0,145.0,Kayle,194,194324,0.5,0.46,1.96,223.0,1631.0,Ezreal,379,31970,0.46,0.4,1.15,5.0,220.0,Yuumi,432,21497,-1.0,0.0,0.0,0.0,-1.0,Aatrox,Zac,Vex,Samira,Soraka,0
803,Ornn,255,56037,0.49,0.51,2.38,35.0,436.0,Zac,302,1095853,0.51,0.53,3.43,477.0,567.0,Azir,54,8822,0.53,0.25,1.78,8.0,202.0,Draven,42,29025,0.49,0.6,2.2,48.0,176.0,Morgana,417,715380,0.49,0.49,2.54,232.0,454.0,Rengar,Taliyah,Kassadin,Samira,Brand,1
804,Gangplank,228,12721,0.5,0.53,1.58,19.0,342.0,Khazix,369,29037,0.49,0.47,2.23,17.0,830.0,Kayle,96,37649,0.55,0.71,3.03,7.0,156.0,Samira,339,73619,0.54,0.63,2.25,73.0,212.0,Renata,191,40467,0.52,0.54,3.21,68.0,392.0,Graves,Kindred,AurelionSol,Kaisa,Bard,1
805,Fiora,464,134928,0.49,0.56,2.17,80.0,1100.0,MonkeyKing,211,885362,0.48,0.53,1.94,451.0,514.0,Kayle,96,37649,0.55,0.71,3.03,7.0,156.0,Samira,339,73619,0.54,0.63,2.25,73.0,212.0,Senna,214,39976,0.52,0.51,2.46,61.0,623.0,Darius,FiddleSticks,Rumble,Kaisa,Seraphine,1
806,MonkeyKing,234,42386,0.48,0.36,1.31,11.0,295.0,Shyvana,40,8065,0.57,0.64,4.2,11.0,155.0,Vex,96,6150,0.55,0.71,4.03,7.0,156.0,Samira,339,73619,0.54,0.63,2.25,73.0,212.0,Soraka,462,203283,0.51,0.58,3.57,92.0,508.0,Yone,LeeSin,Cassiopeia,Kaisa,Thresh,1
807,Fiora,219,337415,0.52,0.56,2.06,152.0,542.0,LeeSin,810,425374,0.52,0.38,2.89,42.0,1071.0,Vex,96,6150,0.55,0.71,4.03,7.0,156.0,Samira,338,73619,0.54,0.63,2.25,73.0,212.0,Xerath,329,57956,0.55,0.4,2.8,5.0,184.0,Yorick,Twitch,Velkoz,Ezreal,Senna,1
808,Akshan,156,5277,0.62,0.0,1.13,4.0,103.0,Rengar,89,210139,0.53,0.55,2.7,51.0,192.0,TwistedFate,577,15148,-1.0,0.0,0.0,0.0,-1.0,Jinx,354,283254,0.53,0.57,2.82,129.0,497.0,Pyke,333,117748,0.5,0.52,2.49,113.0,427.0,Garen,Diana,Kayle,Samira,Senna,0
809,Camille,345,38099,0.47,0.0,0.42,2.0,369.0,Zac,299,1095853,0.51,0.53,3.43,477.0,567.0,Kassadin,95,8190,0.55,0.56,2.54,9.0,156.0,Samira,338,73619,0.54,0.63,2.25,73.0,212.0,Pyke,394,37846,-1.0,0.0,0.0,0.0,-1.0,Darius,Graves,Lissandra,Kaisa,Renata,0
810,Kayle,466,23165,0.51,0.4,2.39,10.0,710.0,Lillia,330,66070,0.55,0.58,3.78,24.0,171.0,Nasus,95,825,0.55,1.0,2.0,1.0,156.0,Samira,338,73619,0.54,0.63,2.25,73.0,212.0,Janna,256,40986,0.62,0.56,2.88,25.0,200.0,Darius,Khazix,Ekko,Jhin,Nautilus,1
811,Camille,347,52627,0.52,0.38,1.93,24.0,571.0,Shyvana,84,17517,0.5,0.55,1.94,29.0,398.0,Amumu,53,2856,0.54,0.6,3.0,5.0,84.0,Kaisa,369,1398740,0.52,0.52,2.48,957.0,1093.0,Thresh,132,36071,0.51,0.57,2.73,35.0,799.0,Urgot,Trundle,Ryze,Varus,Zilean,0
812,Karma,65,18424,0.51,0.46,3.14,33.0,231.0,Taliyah,523,187694,0.49,0.46,2.89,125.0,1043.0,Fizz,301,1402796,0.51,0.61,2.61,133.0,498.0,Varus,453,376303,0.51,0.55,2.81,169.0,389.0,Pyke,277,891916,0.52,0.56,2.89,308.0,231.0,Illaoi,Trundle,Lissandra,Draven,Ashe,0
813,Shen,348,9406,0.52,0.83,2.44,6.0,932.0,Evelynn,388,1190464,0.51,0.55,3.43,505.0,485.0,Xerath,337,1142113,0.51,0.48,3.86,180.0,721.0,Ashe,266,47308,0.51,0.63,3.35,30.0,367.0,Vi,359,4347,0.47,0.38,1.15,8.0,349.0,Camille,Trundle,Ekko,Caitlyn,Lulu,0
814,Fiora,394,21864,0.6,0.44,1.67,9.0,55.0,Udyr,352,484416,0.57,0.59,2.99,100.0,145.0,Garen,381,229182,0.52,0.62,2.38,275.0,885.0,Lucian,173,188791,0.54,0.54,2.75,59.0,305.0,Zyra,370,1539273,0.51,0.53,2.41,664.0,792.0,Darius,Shaco,Sylas,Samira,Lux,1
815,Riven,310,515734,0.52,0.52,2.13,362.0,650.0,Udyr,352,484416,0.57,0.59,2.99,100.0,145.0,Syndra,153,602616,0.53,0.55,2.08,133.0,263.0,Jhin,533,183625,0.5,0.57,3.32,101.0,847.0,Brand,364,625089,0.49,0.59,1.75,61.0,533.0,Teemo,Lillia,Zed,Sivir,Pyke,1
816,Yorick,71,306266,0.54,0.54,2.27,329.0,342.0,Hecarim,233,39181,0.51,0.56,3.46,63.0,630.0,Zed,570,83314,0.51,0.6,2.21,5.0,531.0,Twitch,391,59885,0.51,0.58,1.96,19.0,694.0,Zyra,208,1554262,0.5,0.52,2.58,228.0,248.0,Ornn,Udyr,Ziggs,Yasuo,Rell,1
817,Rengar,50,51368,0.53,0.56,3.1,86.0,202.0,Volibear,352,77847,0.57,0.39,2.5,13.0,145.0,Sylas,320,25585,0.54,0.45,2.09,20.0,550.0,Draven,49,6562,0.55,0.55,1.7,11.0,175.0,Pyke,70,296876,0.52,0.52,3.48,459.0,595.0,Sett,Hecarim,Udyr,Ezreal,Yuumi,1
818,Jax,43,30331,0.56,0.58,2.03,50.0,61.0,Udyr,346,484416,0.57,0.59,2.99,100.0,145.0,Akshan,154,123875,0.58,0.58,2.64,199.0,327.0,Sivir,150,5713,0.43,0.33,2.0,3.0,97.0,Brand,95,45903,0.51,0.53,2.11,80.0,312.0,Shen,Evelynn,Irelia,Lucian,Sona,0
819,Camille,267,59637,0.57,0.48,2.14,27.0,216.0,MasterYi,346,12031,0.57,1.0,2.14,1.0,145.0,Lux,1196,496491,0.5,0.64,4.59,141.0,1117.0,Nilah,403,11908,0.51,0.87,3.16,15.0,636.0,Sona,715,403609,0.5,0.55,3.68,128.0,414.0,Yone,Graves,Cassiopeia,Jinx,Taliyah,1
820,Darius,307,31587,0.49,0.63,1.44,8.0,713.0,Sejuani,342,4662,0.57,0.0,1.33,1.0,145.0,Velkoz,69,67120,0.5,0.55,2.91,82.0,312.0,Ezreal,495,221082,0.52,0.63,3.71,19.0,210.0,Ashe,278,113338,0.48,0.58,2.73,26.0,429.0,Vladimir,Diana,Orianna,Xayah,Blitzcrank,0
821,Chogath,254,681311,0.5,0.52,1.72,415.0,811.0,Rengar,46,3119,0.5,0.22,1.88,9.0,306.0,Malzahar,410,406470,0.5,0.59,3.15,131.0,661.0,Ezreal,541,150211,0.49,0.5,3.12,12.0,183.0,Brand,307,38545,0.52,0.62,2.22,47.0,418.0,Yorick,Udyr,Garen,MissFortune,Bard,0
822,Gangplank,409,60721,0.54,0.55,1.93,29.0,206.0,Kayn,218,100166,0.52,0.67,2.76,6.0,363.0,Swain,521,78004,0.53,0.4,2.33,5.0,382.0,Ashe,489,277013,0.5,0.59,3.0,108.0,309.0,Lulu,260,101803,0.53,0.5,4.01,46.0,313.0,Riven,Mordekaiser,Zed,Jhin,Blitzcrank,1
823,Chogath,131,173,0.52,0.0,0.91,1.0,504.0,Nunu,407,162682,0.63,0.33,3.88,12.0,111.0,Zed,216,69554,0.52,0.47,2.27,36.0,319.0,Kalista,340,191608,0.53,0.51,2.64,146.0,681.0,Blitzcrank,337,89066,0.57,0.4,2.5,5.0,145.0,Olaf,Evelynn,Veigar,MissFortune,Twitch,0
824,Pantheon,152,164587,0.52,0.46,2.74,175.0,413.0,Rengar,103,80679,0.6,0.6,3.11,52.0,101.0,Lux,260,12844,0.51,0.33,3.35,6.0,350.0,Jhin,437,323162,0.54,0.57,3.75,158.0,457.0,Janna,364,843433,0.49,0.51,4.26,72.0,469.0,Garen,Graves,Veigar,Jinx,Pyke,1
